event_id,home_team,away_team,commence_time,bookmaker,bookmaker_title,market,outcome,description,point,price_american,implied_prob,no_vig_prob
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Collin Sexton,3.5,-192,0.657534,0.614083
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Brandon Ingram,3.5,-132,0.568966,0.532258
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Brandon Ingram,3.5,100,0.5,0.467742
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Kon Knueppel,3.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Kon Knueppel,3.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,Jamal Shead,4.5,-138,0.579832,0.541885
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,Jamal Shead,4.5,104,0.490196,0.458115
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,LaMelo Ball,7.5,-118,0.541284,0.506069
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,LaMelo Ball,7.5,-112,0.528302,0.493931
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Over,R.J. Barrett,3.5,-120,0.545455,0.510121
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_assists,Under,R.J. Barrett,3.5,-110,0.52381,0.489879
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Brandon Ingram,22.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Brandon Ingram,22.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Miles Bridges,18.5,-122,0.54955,0.514184
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Miles Bridges,18.5,-108,0.519231,0.485816
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,R.J. Barrett,18.5,-110,0.52381,0.489879
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,R.J. Barrett,18.5,-120,0.545455,0.510121
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Collin Sexton,12.5,102,0.49505,0.462093
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Collin Sexton,12.5,-136,0.576271,0.537907
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Immanuel Quickley,16.5,-106,0.514563,0.480847
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Immanuel Quickley,16.5,-125,0.555556,0.519153
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Collin Murray-Boyles,9.5,-118,0.541284,0.506069
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Collin Murray-Boyles,9.5,-112,0.528302,0.493931
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Jamal Shead,6.5,-128,0.561404,0.524085
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Jamal Shead,6.5,-104,0.509804,0.475915
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Sandro Mamukelashvili,10.5,-130,0.565217,0.528158
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Sandro Mamukelashvili,10.5,-102,0.50495,0.471842
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Kon Knueppel,17.5,-130,0.565217,0.528158
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Kon Knueppel,17.5,-102,0.50495,0.471842
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Scottie Barnes,19.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Scottie Barnes,19.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,LaMelo Ball,17.5,-112,0.528302,0.493931
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,LaMelo Ball,17.5,-118,0.541284,0.506069
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Moussa Diabate,8.5,-112,0.528302,0.493931
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Moussa Diabate,8.5,-118,0.541284,0.506069
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Over,Brandon Miller,19.5,-122,0.54955,0.514184
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points,Under,Brandon Miller,19.5,-108,0.519231,0.485816
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Over,Brandon Miller,27.5,-125,0.555556,0.519153
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Under,Brandon Miller,27.5,-106,0.514563,0.480847
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Over,Immanuel Quickley,26.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Under,Immanuel Quickley,26.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Over,Brandon Ingram,32.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Under,Brandon Ingram,32.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Over,Scottie Barnes,34.5,-118,0.541284,0.506069
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Under,Scottie Barnes,34.5,-112,0.528302,0.493931
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Over,LaMelo Ball,30.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Under,LaMelo Ball,30.5,-114,0.53271,0.5
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Over,Kon Knueppel,26.5,-122,0.54955,0.514184
f8ad4770b141e2d532d2e6f7d251037d,Charlotte Hornets,Toronto Raptors,2026-01-08T00:10:00Z,fanduel,FanDuel,player_points_rebounds_assists,Under,Kon Knueppel,26.5,-108,0.519231,0.485816
